x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,y
905.125,621.328003,1.457,1.609,1808.5,1362.125,794.25,248.875,104.25,51.875,18.625,1.375,0.018,0.025,0.03,0.023,0.072,0.062,0.137,0.686,2.911,2.192,1.278,0.401,0.168,0.083,0.03,0.002,6.661,6.6,6.281,0.707,14.569,14.465,223.75,148.375,107,81,59.25,47.375,32.625,24.25,4.816,8.315,17.462999,26.032,31.997999,30.091999,37.799,49.529999,0.974,0.64,18.334999,6.445,1328.875,535.875,117.625,14.875,5.625,1.75,0,0,479.625,826.25,676.625,234,98.625,50.125,18.625,1.375,47.123001,479.40799,-1
815.5,540.013977,1.51,1.447,1288.5,721.75,395.625,137.75,64.25,30.875,14.125,3.375,0.047,0.09,0.16,0.321,0.468,0.599,0.729,0.951,2.386,1.337,0.733,0.255,0.119,0.057,0.026,0.006,7.04,6.962,6.509,1.118,0.707,1.118,274,128,68.75,38.375,25.875,19.25,13.75,10.5,27.836,59.584999,73.026001,102.925003,115.297997,129.253998,146.352005,164.666,0.935,0.805,21.176001,1.127,1008.125,314,25.875,0,0,0,0,0,280.375,407.75,369.75,137.75,64.25,30.875,14.125,3.375,40.695999,373.520996,-1
952,650.463013,1.464,1.639,1833.375,1318.875,801.625,344.25,177,88,32.5,8.125,0.065,0.097,0.151,0.25,0.318,0.375,0.638,0.888,2.819,2.028,1.232,0.529,0.272,0.135,0.05,0.012,8.087,7.487,7.205,1.225,1.581,0.707,254.125,155.75,109.125,80.75,64.375,54.875,39,29.875,8.888,14.755,30.277,42.987999,57.264999,65.129997,82.448997,94.568001,1.622,1.09,20.452999,2.79,1359.625,490.375,103.625,13.125,5.125,2.375,0.625,0.125,473.75,828.5,698,331.125,171.875,85.625,31.875,8,47.838001,471.472992,-1
1030.375,695.982971,1.48,1.676,1857,1272.875,719.25,267.875,123.875,57.5,17.125,0.875,0.03,0.051,0.096,0.165,0.2,0.324,0.742,0.882,2.668,1.829,1.033,0.385,0.178,0.083,0.025,0.001,6.298,6.136,6.012,9.76,3.742,9.233,299.75,194.25,133.125,101.125,79.25,57.125,43.125,33.25,33.021999,39.993999,43.493,45.812,48.506001,50.701,53.050999,50.799999,0.931,0.569,19.572001,2.885,4857.625,1191.25,291.625,33,18,11.125,6,2.5,-3000.625,81.625,427.625,234.875,105.875,46.375,11.125,-1.625,NA,478.507996,-1
834.125,573.205994,1.455,1.547,1739,1291.875,728,238.375,108.375,54,17.5,1.875,0.014,0.018,0.025,0.033,0.081,0.066,0.261,0.395,3.034,2.254,1.27,0.416,0.189,0.094,0.031,0.003,6.72,6.233,6.198,4.743,14.577,10.677,211,148.875,103.625,74,55.125,42.625,29.75,23.125,5.91,8.721,16.708,24.549999,35.756001,35.493,47.324001,51.888,1.046,0.73,18.622,6.204,1218.75,485.375,104.375,15.875,6,1.875,0.125,0,520.25,806.5,623.625,222.5,102.375,52.125,17.375,1.875,41.25,432.471008,-1
1112.375,759.361023,1.465,1.769,1724,952.5,529.375,212.75,106.125,45.25,15,2.375,0.031,0.064,0.111,0.214,0.315,0.453,0.591,0.303,2.27,1.254,0.697,0.28,0.14,0.06,0.02,0.003,6.574,6.353,6.201,0.707,15,15.636,385.625,202.375,93.5,55.875,37.25,30.125,21.5,16.75,12.724,23.164,30.921,40.256001,41.966,41.216999,31.943001,20.804001,1.135,0.81,22.500999,2.721,2288.125,744,103.75,6.875,1.375,0,0,0,-564.125,208.5,425.625,205.875,104.75,45.25,15,2.375,NA,482.584015,-1
1070,732.492004,1.461,1.742,1678.25,940.625,524.75,211.375,104.5,44.5,14.875,2.25,0.035,0.071,0.124,0.238,0.349,0.498,0.648,0.316,2.291,1.284,0.716,0.289,0.143,0.061,0.02,0.003,6.572,6.351,6.168,0.707,1.5,1.118,359.625,193,91.5,56.125,37.25,30.125,21.625,16.875,14.658,23.847,24.915001,26.559,26.056999,24.083,12.402,4.234,1.142,0.793,21.811001,3.385,2238.5,721.875,102.625,6.5,1.25,0,0,0,-560.25,218.75,422.125,204.875,103.25,44.5,14.875,2.25,NA,468.557007,-1
787.375,535.994019,1.469,1.482,1496,984.875,521.25,171.625,83.375,42.25,17.375,2.125,0.051,0.087,0.146,0.281,0.427,0.508,0.572,0.899,2.791,1.837,0.972,0.32,0.156,0.079,0.032,0.004,6.588,6.513,6.268,13.901,0.707,14.098,318,199.25,122,81.25,57.5,45.125,33.125,24.625,17.872999,18.591,8.319,4.904,12.579,10.783,11.146,9.067,0.683,0.52,18.518,16.913,1140.5,453.625,91.375,13.875,4.75,1.25,0,0,355.5,531.25,429.875,157.75,78.625,41,17.375,2.125,41.959999,398.531006,-1
1093.75,736.838013,1.484,1.72,1803.125,1038.75,567.875,226.5,114.25,57.75,21.5,4.875,0.053,0.103,0.177,0.285,0.365,0.39,0.371,0.451,2.447,1.41,0.771,0.307,0.155,0.078,0.029,0.007,7.06,7.045,6.965,0.707,6.819,6.403,436.625,244.875,141.25,81.125,50.875,37.375,30.5,24.25,5.201,7.008,20.138,54.013,96.938004,134.826004,163.315002,199.761993,0.809,0.712,21.408001,5.912,1438.25,541.25,101.875,27.875,12.75,5.25,2.125,0,364.875,497.5,466,198.625,101.5,52.5,19.375,4.875,56.431999,487.671997,-1
1031.875,693.596985,1.488,1.665,1751.375,1014.25,550.25,212.875,104.75,52.5,19.75,3,0.069,0.127,0.219,0.371,0.486,0.557,0.632,0.402,2.525,1.462,0.793,0.307,0.151,0.076,0.028,0.004,6.999,6.706,6.334,0.707,13.067,12.46,415.375,241.5,130.125,80.5,50.25,42.125,34.125,25.25,5.376,8.06,27.289,44.847,87.070999,98.125,130.218994,158.139008,0.805,0.652,23.096001,4.441,1388.875,521.75,92.875,28.125,12.75,5.75,1.75,0,362.5,492.5,457.375,184.75,92,46.75,18,3,54.109001,463.584991,-1
1097.25,742.846985,1.477,1.735,1804.125,1018.875,523.75,206.375,101.375,50.125,19.375,3.125,0.067,0.128,0.238,0.389,0.498,0.578,0.596,0.42,2.429,1.372,0.705,0.278,0.136,0.067,0.026,0.004,6.98,6.714,6.399,0.707,6.69,6.874,459.375,264.875,135.875,76.25,49.125,41,33.25,26.125,9.008,9.3,26.982,57.188999,91.115997,96.585999,115.852997,140.779999,0.746,0.657,22.458,4.717,1446.875,536.75,94.125,28.125,13,6,1.75,0,357.25,482.125,429.625,178.25,88.375,44.125,17.625,3.125,57.587002,489.622986,-1
822.25,563.533997,1.459,1.53,1589.125,1137,758.125,394.375,227.5,131.5,66.875,22.125,0.079,0.12,0.167,0.251,0.333,0.395,0.48,0.581,2.82,2.018,1.345,0.7,0.404,0.233,0.119,0.039,8.006,7.838,7.22,1.118,10.607,11.413,221,122.75,50.25,25.875,15.625,12.75,8.125,6.5,23.374001,29.591,31.398001,49.841999,77.550003,79.489998,118.994003,125.957001,4.527,5.082,18.389999,0.824,1162.125,473.75,141.125,41.625,14.125,4.5,0.375,0,427,663.25,617,352.75,213.375,127,66.5,22.125,44.362999,431.493011,-1
811.125,550.000977,1.475,1.495,1344.625,786.75,434.625,185.5,97.25,51.5,21.25,6.625,0.084,0.161,0.275,0.49,0.639,0.75,0.792,0.992,2.445,1.43,0.79,0.337,0.177,0.094,0.039,0.012,7.661,7.535,7.506,0.707,0.707,0.707,299,159,83.875,57.625,37.625,32,24.75,19.875,31.23,46.058998,58.313,60.938999,59.459999,61.990002,60.25,61.191002,1.159,0.894,17.252001,1.545,1148,503,166.75,57.875,26.125,6.5,0.875,0.125,196.625,283.75,267.875,127.625,71.125,45,20.375,6.5,40.507,364.449005,-1
1017.125,688.36499,1.478,1.67,1656.75,1033.25,594.875,245.75,129,67.125,26.75,9.25,0.061,0.109,0.178,0.319,0.425,0.535,0.728,0.984,2.407,1.501,0.864,0.357,0.187,0.098,0.039,0.013,10.693,9.888,6.894,1.225,1.658,1.118,336.25,163,102,66.25,44.375,37.5,25.75,21.375,29.239,48.339001,64.914001,85.482002,92.328003,100.736,116.982002,126.723999,1.265,1.013,19.596001,1.328,1286.125,445,67.75,10.875,3.5,0.875,0,0,370.625,588.25,527.125,234.875,125.5,66.25,26.75,9.25,50.664001,459.54599,-1
766.375,519.585999,1.475,1.453,1424.5,899.625,475.25,161.5,75.75,43.75,18.75,4.375,0.061,0.109,0.173,0.309,0.464,0.516,0.527,0.551,2.742,1.731,0.915,0.311,0.146,0.084,0.036,0.008,6.68,6.528,6.391,8.078,0.866,7.314,286.125,170.25,95.875,57.25,33.875,26.25,20,14.625,23.377001,26.586,17.697001,14.314,22.539,26.841,33.889999,40.490002,0.79,0.764,18.129999,5.994,1166.625,524.875,136.125,33.625,10.25,1.375,0,0,257.875,374.75,339.125,127.875,65.5,42.375,18.75,4.375,39.673,364.832001,-1
749.5,507.296997,1.477,1.433,1375,831,418.875,152.375,75.5,43.625,18.625,4.375,0.064,0.117,0.192,0.338,0.453,0.495,0.466,0.496,2.71,1.638,0.826,0.3,0.149,0.086,0.037,0.009,6.676,6.535,6.386,8.078,0.866,7.314,283.875,172.25,93.75,55.25,32.75,25.625,19.125,13.875,20.527,21.622,13.65,11.208,20.891001,22.464001,29.179001,32.751999,0.805,0.79,18.299,7.524,1110.75,500.875,132.5,33.25,10.125,1.375,0,0,264.25,330.125,286.375,119.125,65.375,42.25,18.625,4.375,37.653999,348.377014,-1
624.5,443.89801,1.407,1.408,1353.5,1046,634,203.375,85.5,43,17.875,4.25,0.031,0.041,0.06,0.279,0.423,0.569,0.747,1.313,3.049,2.356,1.428,0.458,0.193,0.097,0.04,0.01,7.769,7.119,6.153,1.118,4.5,4.528,130.125,76.375,58.875,46,36.25,27.375,21.125,13,17.77,34.123001,37.165001,39.209,39.352001,46.952,53.799,56.820999,1.452,0.935,15.528,1.982,948.25,376.875,98.375,17.5,6.75,2.375,0.25,0,405.25,669.125,535.625,185.875,78.75,40.625,17.625,4.25,29.962999,331.178986,-1
1062.25,714.044983,1.488,1.689,1854.75,1281,764.875,309.25,154.5,79.75,31.625,8.625,0.025,0.044,0.073,0.113,0.154,0.272,0.534,0.804,2.598,1.794,1.071,0.433,0.216,0.112,0.044,0.012,8.391,7.297,7.148,1.581,1.581,3,253.625,148.25,98.625,76.25,55.375,46.25,32.375,24.5,21.556,25.945999,24.403,25.204,30.209,31.231001,38.375,42.521,1.567,1.046,23.117001,3.33,1370.125,480.375,98.375,13.5,5.375,2.375,0.5,0,484.625,800.625,666.5,295.75,149.125,77.375,31.125,8.625,52.506001,501.539001,-1
808.75,544.049988,1.487,1.475,1523.125,1003.375,540.625,180.25,75.5,43,18.125,3.75,0.067,0.113,0.17,0.266,0.445,0.5,0.509,0.526,2.8,1.844,0.994,0.331,0.139,0.079,0.033,0.007,6.628,6.509,6.353,8.078,0.866,7.314,250.375,151.375,84.875,51.25,30.25,24.125,18.25,13.625,35.150002,40.775002,33.414001,28.764,31.919001,37.349998,46.810001,54.754002,0.89,0.839,18.403,2.812,1222.875,556.875,157.625,36.125,11.25,1.75,0,0,300.25,446.5,383,144.125,64.25,41.25,18.125,3.75,39.306999,398.384003,-1
829.375,562.382019,1.475,1.512,1705.75,1190.875,670.875,271,126.25,64.125,21.625,3.125,0.072,0.118,0.215,0.47,0.781,0.943,1.008,1.429,3.033,2.118,1.193,0.482,0.224,0.114,0.038,0.006,6.99,6.54,6.298,3.536,1.871,1.871,215,130.125,51.625,31.375,19,12,8.5,5.125,47.675999,57.667,70.382004,85.450996,95.903999,108.664001,110.787003,110.002998,2.446,2.044,16.509001,0.542,1369,756.125,326.125,118.125,54.375,20.875,2.875,0.125,336.75,434.75,344.75,152.875,71.875,43.25,18.75,3,39.619999,506.222992,-1
953.875,655.703979,1.455,1.655,1863.25,1296.5,778.25,334.125,176.375,88.5,33.5,10,0.043,0.067,0.099,0.173,0.254,0.366,0.653,0.763,2.842,1.977,1.187,0.51,0.269,0.135,0.051,0.015,9.282,7.853,6.604,1.581,15.141,15.108,274,166.375,104.5,79,58.375,49,35,26.25,14.504,18.892,27.681999,32.313999,40.286999,49.721001,64.306999,77.972,1.688,1.12,22.448999,2.894,2320.875,895.875,252.25,46.625,15.5,4.25,0.75,0.25,-457.625,400.625,526,287.5,160.875,84.25,32.75,9.75,NA,443.463013,-1
992.25,672.659973,1.475,1.653,1931,1408.25,868.625,338.875,154.5,75,25.375,3.625,0.061,0.089,0.124,0.164,0.179,0.289,0.582,0.818,2.871,2.094,1.291,0.504,0.23,0.111,0.038,0.005,6.98,6.855,6.853,2.062,2.121,1.118,235.5,130.375,93.625,68.625,55.25,44.875,32.5,24.75,40.687,52.155998,50.950001,49.655998,51.757999,53.105999,54.748001,61.946999,1.65,1.093,18.511,1.519,1431.125,510.125,116.125,16.75,7.25,3.125,1.125,0.125,499.875,898.125,752.5,322.125,147.25,71.875,24.25,3.5,47.699001,519.5,-1
923.875,629.622986,1.467,1.608,1716.125,1165.875,670,257.75,129.75,64.75,25.75,4.375,0.026,0.039,0.058,0.126,0.219,0.375,0.734,0.937,2.726,1.852,1.064,0.409,0.206,0.103,0.041,0.007,7.035,6.898,6.45,2.121,5.612,3.536,243.875,148.375,96.5,73.5,57.125,45.625,32.875,25.5,11.133,21.107,31.532,39.063999,45.995998,51.073002,72.318001,73.852997,1.345,0.881,20.121,2.863,1241,433,94.375,14,5.5,2.125,0.75,0,475.125,732.875,575.625,243.75,124.25,62.625,25,4.375,45.409,453.493988,-1
1072.625,723.77002,1.482,1.707,1963.625,1395.875,892.5,400.625,209.75,110.125,46.625,10.375,0.039,0.057,0.092,0.179,0.267,0.395,0.612,0.875,2.713,1.929,1.233,0.554,0.29,0.152,0.064,0.014,7.014,6.879,6.877,2.062,2.121,1.118,256,131.875,92.875,72.125,56.25,45.5,32.75,25.5,18.975,39.015999,44.384998,48.151001,55.175999,56.306999,59.945999,64.759003,2.258,1.527,20.294001,1.431,1410,491,105.5,14.375,5.625,2.125,0.875,0,553.625,904.875,787,386.25,204.125,108,45.75,10.375,54.921001,542.637024,-1
963.125,659.44397,1.461,1.653,1723.5,1176.25,705.5,302.75,160.75,81.875,32.875,7.125,0.017,0.027,0.049,0.105,0.177,0.315,0.588,0.713,2.614,1.784,1.07,0.459,0.244,0.124,0.05,0.011,7.038,6.901,6.86,2.121,10.368,9.513,251.25,146.875,96,71.5,55.625,44.625,31,24.75,13.976,22.474001,30.874001,36.042999,41.752998,45.326,55.858002,61.146999,1.674,1.145,20.104,2.484,1261.375,435.125,91.625,13.5,5.375,2.125,0.625,0,462.125,741.125,613.875,289.25,155.375,79.75,32.25,7.125,47.972,465.529999,-1
957.125,651.599976,1.469,1.634,1844.75,1286.125,751.5,299.75,152.75,72.75,26.75,4.625,0.037,0.056,0.081,0.144,0.216,0.345,0.655,0.805,2.831,1.974,1.153,0.46,0.234,0.112,0.041,0.007,7.041,6.901,6.901,2.062,2.121,1.118,299.625,185.625,135,108,83.5,64.75,45.5,35.875,31.013,49.082001,69.667999,83.446999,92.008003,97.985001,113.380997,117.521004,1.131,0.674,22.322001,1.619,1353,499,99.375,13.625,5.375,2.125,0.625,0,491.75,787.125,652.125,286.125,147.375,70.625,26.125,4.625,47.352001,460.514008,-1
959.75,660.627014,1.453,1.664,2027.75,1589.75,944.125,305.875,119,55.5,17.625,2.625,0.022,0.026,0.031,0.055,0.085,0.106,0.193,0.431,3.069,2.406,1.429,0.463,0.18,0.084,0.027,0.004,6.683,6.603,6.187,14.577,13.666,1.118,170,121.25,92.75,69.5,54.625,41.625,30.375,23,32.057999,39.764999,48.418999,57.424999,64.132004,70.635002,77.160004,94.600998,1.283,0.799,20.118,1.876,1439,598.25,168.625,33.125,8.75,2.625,0.375,0,588.75,991.5,775.5,272.75,110.25,52.875,17.25,2.625,44.556,532.484985,-1
894.125,611.224976,1.463,1.589,1814,1338,822.75,346.125,181.25,98.125,39,6.875,0.045,0.066,0.101,0.188,0.253,0.348,0.48,0.902,2.968,2.189,1.346,0.566,0.297,0.161,0.064,0.011,7.214,6.972,6.972,1.658,1.658,1,233,142.25,102.5,79.875,62.125,50,36.25,26.5,21.73,25.673,24.860001,25.112,29.094,31.322001,34.050999,38.418999,1.768,1.228,18.530001,3.159,1363.375,592,172.875,38.375,13.125,3.25,0.5,0,450.625,746,649.875,307.75,168.125,94.875,38.5,6.875,44.585999,450.475006,-1
1082.375,736.896973,1.469,1.738,1835.25,1255.625,773.625,329.875,162.125,75.375,23.375,5.5,0.03,0.047,0.062,0.08,0.093,0.085,0.125,0.183,2.491,1.704,1.05,0.448,0.22,0.102,0.032,0.007,7.34,6.596,6.497,15.116,15.945,1.118,245.25,125.125,83.75,64.625,47.875,36.25,26.75,17.875,8.409,16.694,36.698002,46.172001,54.902,61.500999,68.809998,87.223,1.936,1.166,18.482,1.767,1374,519,146.75,36,16.25,5.75,1.625,0,461.25,736.625,626.875,293.875,145.875,69.625,21.75,5.5,53.591999,494.596008,-1
1055.375,707.757996,1.491,1.678,1710.375,1121,708.5,292,148.875,73.125,28,7.875,0.021,0.036,0.051,0.101,0.141,0.162,0.294,0.418,2.417,1.584,1.001,0.413,0.21,0.103,0.04,0.011,7.191,7.086,6.568,1.581,0.866,2.062,247.75,102.25,63,44.625,31.75,26.75,22.625,17.5,15.036,17.546,21.868999,33.791,44.423,50.18,56.618,72.083,2.363,1.639,19.419001,2.398,1290.25,441,75.625,15.375,5.625,1.375,0,0,420.125,680,632.875,276.625,143.25,71.75,28,7.875,52.855,483.617004,-1
1010.75,695.630981,1.453,1.707,1707,1172.5,730.75,304.125,155.5,73.625,21.25,6.375,0.022,0.033,0.05,0.088,0.129,0.201,0.437,0.541,2.454,1.686,1.05,0.437,0.224,0.106,0.031,0.009,7.32,6.714,6.446,14.257,8.86,5.59,203.875,93.5,57.5,43.75,34.25,27.125,22.5,16.625,10.071,21.485001,35.736,40.789001,44.269001,50.292,53.949001,58.943001,2.704,1.683,20.704,1.397,1244.25,420,81.625,14.875,5.125,1.625,0.125,0,462.75,752.5,649.125,289.25,150.375,72,21.125,6.375,50.306,470.574005,-1
1032.375,708.455017,1.457,1.718,1600.75,992.75,613.125,254.375,129.375,62.875,21.5,5,0.045,0.082,0.116,0.22,0.304,0.375,0.422,0.561,2.259,1.401,0.865,0.359,0.183,0.089,0.03,0.007,7.196,7.169,7.056,8.789,8.944,1.118,274.625,114.125,69.625,48.625,35.5,28,24.125,16.125,29.183001,39.566002,40.583,38.778999,38.734001,43.654999,43.058998,45.904999,1.858,1.293,20.937,1.599,1219,401.125,72.625,14.75,6.25,1.625,0,0,381.75,591.625,540.5,239.625,123.125,61.25,21.5,5,50.443001,456.591003,-1
1075.625,711.812012,1.511,1.66,1656.75,1006.125,606.875,253,126.375,62.375,22.875,5.5,0.057,0.104,0.155,0.267,0.36,0.438,0.479,0.559,2.328,1.413,0.853,0.355,0.178,0.088,0.032,0.008,7.341,7.184,7.167,0.707,1.118,1.5,292.5,117.25,79.375,53,35.375,26.625,21.875,18.125,25.152,27.829,31.965,33.855999,50.043999,63.000999,62.839001,79.809998,1.592,1.177,20.649,2.175,1267.25,415,70.375,15.375,6,2,0,0,389.5,591.125,536.5,237.625,120.375,60.375,22.875,5.5,54.112999,484.644989,-1
1014,685.310974,1.48,1.664,1569.875,946.5,573.875,251.25,134.625,67.75,27.375,10.75,0.047,0.086,0.123,0.221,0.305,0.371,0.593,0.902,2.291,1.381,0.837,0.367,0.196,0.099,0.04,0.016,10.811,7.199,6.641,2.739,2.872,3.041,279,119.625,69.25,49,33.5,27.75,24.375,19,30.304001,44.667999,54.081001,66.374001,68.527,69.599998,68.584,68.721001,1.944,1.383,19.356001,1.162,1179.375,401.75,79.5,16.5,6.125,1.625,0,0,390.5,544.75,494.375,234.75,128.5,66.125,27.375,10.75,49.668999,454.575012,-1
870.625,590.882996,1.473,1.551,1686.875,1190.125,656,197,75.25,39.75,17,3.75,0.057,0.088,0.147,0.393,0.732,0.846,0.927,1.028,2.855,2.014,1.11,0.333,0.127,0.067,0.029,0.006,6.806,6.665,6.366,0.866,0.707,1.118,217.125,128,86.625,61.125,37.375,27.25,21.625,14.75,22.794001,23.594,26.719,26.792999,30.987,38.939999,46.09,50.345001,0.869,0.65,19.065001,3.846,1319.125,605.5,180.75,41.375,11.625,3,0,0,367.75,584.625,475.25,155.625,63.625,36.75,17,3.75,43.07,446.855988,-1
974.875,646.159973,1.509,1.584,1596.625,846.5,358.75,143,78,41.375,19.5,4.375,0.087,0.181,0.395,0.687,0.858,0.971,0.926,0.525,2.471,1.31,0.555,0.221,0.121,0.064,0.03,0.007,7.29,6.901,6.71,0.866,1.581,1.118,450.375,259.125,134,79.5,52.25,40.125,30.25,22.5,23.01,29.417,39.089001,43.896999,47.277,50.639,48.598999,50.603001,0.582,0.52,21.936001,3.664,2118.25,807.25,180,38.5,13.125,3,0.125,0,-521.625,39.25,178.75,104.5,64.875,38.375,19.375,4.375,NA,412.53299,-1
1098,741.471985,1.481,1.729,1760.625,1144,708.375,292.125,147.5,75.375,28.125,7.125,0.02,0.036,0.055,0.11,0.149,0.173,0.274,0.385,2.374,1.543,0.955,0.394,0.199,0.102,0.038,0.01,7.248,6.9,6.864,8.573,8.573,0.707,262.875,112.75,69.5,46,33.75,25.5,22.625,18,17.292,11.995,6.079,22.105,40.386002,52.77,59.32,79.369003,2.122,1.639,20.802999,9.371,1337.375,461.125,70.625,15.5,6.125,1.75,0,0,423.25,682.875,637.75,276.625,141.375,73.625,28.125,7.125,54.689999,497.644012,-1
1078.25,737.174011,1.463,1.745,1695.875,1040,623.875,257.375,132.125,65.125,22.125,6.125,0.054,0.1,0.152,0.263,0.347,0.4,0.37,0.484,2.301,1.411,0.846,0.349,0.179,0.088,0.03,0.008,7.359,6.441,6.42,8.86,1.414,8.689,298.875,134.375,77.625,51.125,36,28,23.25,16.5,31.402,41.254002,23.993,19.278,38.873001,50.34,55.050999,75.231003,1.702,1.274,20.705,2.767,1301.875,433.625,69.75,14.5,4.875,1.5,0,0,394,606.375,554.125,242.875,127.25,63.625,22.125,6.125,53.339001,482.628998,-1
1137.375,773.213989,1.471,1.778,1816.875,1164.375,711.75,290.25,147.75,75,28.5,7.5,0.029,0.05,0.075,0.145,0.179,0.207,0.263,0.41,2.35,1.506,0.921,0.375,0.191,0.097,0.037,0.01,7.249,6.909,6.873,8.573,8.573,0.707,283.375,121.75,77,48.375,34.5,26.125,23.125,18,16.254999,12.7,14.885,40.897999,63.846001,78.324997,86.658997,115.972,1.919,1.55,21.41,4.118,1392,479.25,68.875,15.5,6,1.75,0,0,424.875,685.125,642.875,274.75,141.75,73.25,28.5,7.5,56.525002,511.67099,-1
914.125,624.16803,1.465,1.604,1414.625,702.875,335.25,115.75,51.875,26.25,12.375,3.5,0.028,0.061,0.114,0.213,0.377,0.499,0.581,0.852,2.266,1.126,0.537,0.185,0.083,0.042,0.02,0.006,7.504,6.33,6.278,6.982,6.964,9.014,371.25,203.875,98.375,60.75,39.375,29.125,21.625,16.125,13.128,19.297001,19.105,23.075001,22.603001,22.027,20.462999,22.636,0.527,0.432,19.408001,7.667,1114.875,375,75.75,15.375,6,2.125,0,0,299.75,327.875,259.5,100.375,45.875,24.125,12.375,3.5,44.979,390.506012,-1
928.25,636.515991,1.458,1.627,1477,736.625,335.625,115.375,50.375,25.375,12.125,3.875,0.029,0.064,0.127,0.187,0.311,0.402,0.531,0.478,2.32,1.157,0.527,0.181,0.079,0.04,0.019,0.006,7.446,6.65,6.552,7.124,7.124,8.307,386,213.875,106.875,62,38.75,31.125,23.875,18.5,16.264999,22.419001,19.184,13.207,6.611,6.343,15.877,17.959,0.471,0.409,18.613001,8.342,1162.625,390,68,16,6.375,1.625,0,0,314.375,346.625,267.625,99.375,44,23.75,12.125,3.875,44.979,390.506012,-1
985.25,677.374023,1.455,1.683,1804,1231.25,709.625,267.125,129.375,73.25,32,7.375,0.033,0.061,0.116,0.26,0.363,0.417,0.504,0.877,2.663,1.818,1.048,0.394,0.191,0.108,0.047,0.011,8.085,7.486,7.202,1.225,1.581,0.707,253.125,159.625,104.125,77.125,60.5,50,34.125,25.25,35.091,44.525002,43.508999,45.737999,48.745998,48.532001,55.902,60.471001,1.242,0.95,18.919001,2.248,1318.5,471.375,102.25,13.25,5.125,2.375,0.625,0.125,485.5,759.875,607.375,253.875,124.25,70.875,31.375,7.25,48.108002,475.476013,-1
1052.125,718.950012,1.463,1.723,2042.25,1505.75,901.875,343,153,82.5,31.5,6.75,0.017,0.017,0.011,0.063,0.192,0.286,0.591,0.919,2.841,2.094,1.254,0.477,0.213,0.115,0.044,0.009,8.03,7.427,7.156,1.225,1.581,0.707,237.375,136.25,97.375,73.875,58.125,49.375,34.125,25.5,11.837,22.278,36.082001,46.328999,55.747002,59.34,69.072998,76.922997,1.571,1.117,21.205,2.311,1505.5,558.875,125.125,19.375,6,2.625,0.625,0.375,536.75,946.875,776.75,323.625,147,79.875,30.875,6.375,50.397999,541.481995,-1
1000,692.841003,1.443,1.715,1952,1449.875,896.75,366.875,177.875,89.75,33.625,7.25,0.022,0.028,0.035,0.058,0.063,0.175,0.503,0.935,2.817,2.093,1.294,0.53,0.257,0.13,0.049,0.01,8.066,7.465,7.185,1.225,1.581,0.707,231,146.25,108.625,83.875,66.875,57.625,40.375,31,31.642,41.672001,44.459999,48.506001,52.181,54.862999,62.872002,65.139999,1.638,1.07,18.368,1.947,1430.75,533.125,111.75,15.5,5.25,2.375,0.625,0.25,521.25,916.75,785,351.375,172.625,87.375,33,7,49.758999,499.483002,-1
1011,692.903992,1.459,1.696,1846.25,1313.375,813.375,326.5,161.625,80.625,30.75,4.375,0.032,0.053,0.08,0.125,0.169,0.275,0.521,0.756,2.665,1.895,1.174,0.471,0.233,0.116,0.044,0.006,7.023,6.885,6.44,2.121,5.612,3.536,223.125,136.875,95.5,71.75,58.125,46.875,32.625,25.625,36.061001,44.667,43.543999,46.285,50.735001,54.435001,61.471001,67.115997,1.692,1.124,19.261,1.797,1338.125,471.375,100,14.375,5.625,2.25,0.875,0,508.125,842,713.375,312.125,156,78.375,29.875,4.375,49.893002,493.540009,-1
850,564.838989,1.505,1.485,1539.375,1026.5,616.125,229.25,108,52,15.125,1,0.104,0.168,0.271,0.598,0.886,1.031,1.199,1.066,2.725,1.817,1.091,0.406,0.191,0.092,0.027,0.002,6.866,6.417,6.186,1.118,0.707,1.658,276.875,149.75,90,61,42.125,31.375,24,16.25,11.347,12.305,23.171,43.098,66.383003,74.248001,82.509003,95.602997,1.2,0.852,18.034,3.512,1963.25,722.25,196.375,27.25,10.25,3.625,0.375,0,-423.875,304.25,419.75,202,97.75,48.375,14.75,1,NA,419.937012,-1
934,640.697998,1.458,1.633,1839.75,1283.5,742.875,297.125,152.75,85.75,36.375,8.875,0.067,0.108,0.185,0.391,0.537,0.605,0.647,0.837,2.871,2.003,1.159,0.464,0.238,0.134,0.057,0.014,8.091,7.493,7.209,1.225,1.581,0.707,259.25,166.75,109.5,82.375,63.375,51.625,35.875,26.625,25.174999,29.304001,25.049999,25.929001,31.896999,33.84,39.125,46.977001,1.395,1.041,19.280001,3.656,1391.5,600.25,180.375,38,12.875,2.5,0.625,0.125,448.25,683.25,562.5,259.125,139.875,83.25,35.75,8.75,45.981998,461.449005,-1
